Статус,Тип,Размер,Размер (байт),Путь на продакшене (public_html/),Локальный путь
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,12 МБ,13327162,docs/obrazovanie/38.01.02_РП_СГ.04_Физическаф-культура_2025г.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,7 МБ,8339151,docs/obrazovanie/38.01.02_РП_СГ.05_Основы-финансовой-грамотности_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,6 МБ,7315036,docs/obrazovanie/38.01.02_РП_СГ.05_Основы-финансовой-грамотности_2025г.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,12 МБ,13112379,docs/obrazovanie/38.01.02_РП_УП_-ПМ.0102_2025.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,13 МБ,14131576,docs/obrazovanie/38.01.02_РП_УП_-ПМ.0102_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,6 МБ,7098611,docs/obrazovanie/38.02.01_Календарный-план-ВР_2024-2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2829385,docs/obrazovanie/38.02.01_ОП_2024-с-изм.-на-01.07.2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2990114,docs/obrazovanie/38.02.01_ОП_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1687916,docs/obrazovanie/38.02.01_ОПОП_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1624879,docs/obrazovanie/38.02.01_ОПОП_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2795420,docs/obrazovanie/38.02.01_ППССЗ_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1508449,docs/obrazovanie/38.02.01_Программа-ГИА_2025-2026.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,459 КБ,470222,docs/obrazovanie/38.02.01_РП_ЕН.01_Математика_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,886 КБ,907633,docs/obrazovanie/38.02.01_РП_ЕН.01_Математика_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1876075,docs/obrazovanie/38.02.01_РП_ЕН.01_Математика_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1979382,docs/obrazovanie/38.02.01_РП_ЕН.01_Математика_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,427 КБ,437633,docs/obrazovanie/38.02.01_РП_ЕН.02_Эколог.-основы_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,836 КБ,856390,docs/obrazovanie/38.02.01_РП_ЕН.02_Эколог.-основы_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1381430,docs/obrazovanie/38.02.01_РП_ЕН.02_Эколог.основы-природопользования_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1499271,docs/obrazovanie/38.02.01_РП_ЕН.02_Эколог.основы-природопользования_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,591 КБ,605559,docs/obrazovanie/38.02.01_РП_ОГСЭ.01_Основы-философии_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,998 КБ,1022894,docs/obrazovanie/38.02.01_РП_ОГСЭ.01_Основы-философии_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,925 КБ,947504,docs/obrazovanie/38.02.01_РП_ОГСЭ.01_Основы-философии_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1079515,docs/obrazovanie/38.02.01_РП_ОГСЭ.01_Основы-философии_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,562 КБ,575873,docs/obrazovanie/38.02.01_РП_ОГСЭ.02_История_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,967 КБ,990989,docs/obrazovanie/38.02.01_РП_ОГСЭ.02_История_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1611934,docs/obrazovanie/38.02.01_РП_ОГСЭ.02_История_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1689517,docs/obrazovanie/38.02.01_РП_ОГСЭ.02_История_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1895591,docs/obrazovanie/38.02.01_РП_ОГСЭ.04_Физ.-культура_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1971120,docs/obrazovanie/38.02.01_РП_ОГСЭ.04_Физ.-культура_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,456 КБ,467350,docs/obrazovanie/38.02.01_РП_ОГСЭ.05_Психология-общения_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,858 КБ,878791,docs/obrazovanie/38.02.01_РП_ОГСЭ.05_Психология-общения_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1420589,docs/obrazovanie/38.02.01_РП_ОГСЭ.05_Психология-общения_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1544203,docs/obrazovanie/38.02.01_РП_ОГСЭ.05_Психология-общения_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,571 КБ,584985,docs/obrazovanie/38.02.01_РП_ОП.01_Экономика-организации_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,975 КБ,999295,docs/obrazovanie/38.02.01_РП_ОП.01_Экономика-организации_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1573359,docs/obrazovanie/38.02.01_РП_ОП.01_Экономика-организации_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1937109,docs/obrazovanie/38.02.01_РП_ОП.01_Экономика-организации_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1532122,docs/obrazovanie/38.02.01_РП_ОП.01_Экономика-организации_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,638 КБ,653526,docs/obrazovanie/38.02.01_РП_ОП.02_Финансы-денежное-обращение-и-кредит_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1058952,docs/obrazovanie/38.02.01_РП_ОП.02_Финансы-денежное-обращение-и-кредит_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,986 КБ,1009832,docs/obrazovanie/38.02.01_РП_ОП.02_Финансы-денежное-обращение-и-кредит_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1396823,docs/obrazovanie/38.02.01_РП_ОП.02_Финансы-денежное-обращение-и-кредит_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,551 КБ,564951,docs/obrazovanie/38.02.01_РП_ОП.03_Налоги-и-налогообложение_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,958 КБ,981297,docs/obrazovanie/38.02.01_РП_ОП.03_Налоги-и-налогообложение_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1580767,docs/obrazovanie/38.02.01_РП_ОП.03_Налоги-и-налогообложение_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1951911,docs/obrazovanie/38.02.01_РП_ОП.03_Налоги-и-налогообложение_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1722808,docs/obrazovanie/38.02.01_РП_ОП.03_Налоги_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1670618,docs/obrazovanie/38.02.01_РП_ОП.04_-Аудит_-2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,576 КБ,590254,docs/obrazovanie/38.02.01_РП_ОП.04_Основы-бух.-учета_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,983 КБ,1007336,docs/obrazovanie/38.02.01_РП_ОП.04_Основы-бух.-учета_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2100386,docs/obrazovanie/38.02.01_РП_ОП.04_Основы-бух.-учета_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1750631,docs/obrazovanie/38.02.01_РП_ОП.04_Основы-бух.учета_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,560 КБ,574320,docs/obrazovanie/38.02.01_РП_ОП.05_-Аудит_-2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,965 КБ,988733,docs/obrazovanie/38.02.01_РП_ОП.05_-Аудит_-2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1375256,docs/obrazovanie/38.02.01_РП_ОП.05_-Аудит_-2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1746226,docs/obrazovanie/38.02.01_РП_ОП.05_-Аудит_-2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,544 КБ,557319,docs/obrazovanie/38.02.01_РП_ОП.06_ДОУ_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,949 КБ,972440,docs/obrazovanie/38.02.01_РП_ОП.06_ДОУ_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1555231,docs/obrazovanie/38.02.01_РП_ОП.06_ДОУ_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1926393,docs/obrazovanie/38.02.01_РП_ОП.06_ДОУ_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1893586,docs/obrazovanie/38.02.01_РП_ОП.06_Статистика_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,753 КБ,771288,docs/obrazovanie/38.02.01_РП_ОП.07_Менеджмент_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1187655,docs/obrazovanie/38.02.01_РП_ОП.07_Менеджмент_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1964622,docs/obrazovanie/38.02.01_РП_ОП.07_Менеджмент_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2307652,docs/obrazovanie/38.02.01_РП_ОП.07_Менеджмент_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1508103,docs/obrazovanie/38.02.01_РП_ОП.07_Основы-управл.-учета_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1859426,docs/obrazovanie/38.02.01_РП_ОП.08_Бух.-учёт-с-применением-ЦТ_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,566 КБ,579698,docs/obrazovanie/38.02.01_РП_ОП.08_Основы-предпр-деят_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,962 КБ,985627,docs/obrazovanie/38.02.01_РП_ОП.08_Основы-предпр-деят_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,2083734,docs/obrazovanie/38.02.01_РП_ОП.08_Основы-предпр-деят_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1717870,docs/obrazovanie/38.02.01_РП_ОП.08_Основы-предпринимательской-деятельности_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,754 КБ,772554,docs/obrazovanie/38.02.01_РП_ОП.09_Информ-технологии-в-проф-деятельномти_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1184575,docs/obrazovanie/38.02.01_РП_ОП.09_Информ-технологии-в-проф-деятельномти_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1984010,docs/obrazovanie/38.02.01_РП_ОП.09_Информ-технологии-в-проф-деятельномти_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1594106,docs/obrazovanie/38.02.01_РП_ОП.09_Информ-технологии-в-проф.деятельности_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1712444,docs/obrazovanie/38.02.01_РП_ОП.09_Основы-ПД-и-Б-П_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,526 КБ,539618,docs/obrazovanie/38.02.01_РП_ОП.10_БЖД_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,939 КБ,962036,docs/obrazovanie/38.02.01_РП_ОП.10_БЖД_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1208591,docs/obrazovanie/38.02.01_РП_ОП.10_БЖД_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1590940,docs/obrazovanie/38.02.01_РП_ОП.10_БЖД_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1764520,docs/obrazovanie/38.02.01_РП_ОП.11_ДОУ_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,690 КБ,707272,docs/obrazovanie/38.02.01_РП_ОП.11_Статистика_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1105061,docs/obrazovanie/38.02.01_РП_ОП.11_Статистика_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1876539,docs/obrazovanie/38.02.01_РП_ОП.11_Статистика_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2208889,docs/obrazovanie/38.02.01_РП_ОП.11_Статистика_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,515 КБ,528111,docs/obrazovanie/38.02.01_РП_ОП.12_Анализ-хоз.-деятельности_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,928 КБ,951279,docs/obrazovanie/38.02.01_РП_ОП.12_Анализ-хоз.-деятельности_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1815048,docs/obrazovanie/38.02.01_РП_ОП.12_Анализ-хоз.-деятельности_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1450474,docs/obrazovanie/38.02.01_РП_ОП.12_Анализ-хоз.деятельности_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,533 КБ,546634,docs/obrazovanie/38.02.01_РП_ОП.13_Бизнес-планирование_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,941 КБ,964097,docs/obrazovanie/38.02.01_РП_ОП.13_Бизнес-планирование_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1825671,docs/obrazovanie/38.02.01_РП_ОП.13_Бизнес-планирование_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2183195,docs/obrazovanie/38.02.01_РП_ОП.13_Бизнес-планирование_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1904082,docs/obrazovanie/38.02.01_РП_ОУД.01_Русский-язык_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2305559,docs/obrazovanie/38.02.01_РП_ОУД.02_Литература_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2619255,docs/obrazovanie/38.02.01_РП_ОУД.03_Ин.-язык_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1960337,docs/obrazovanie/38.02.01_РП_ОУД.04_История_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1907795,docs/obrazovanie/38.02.01_РП_ОУД.05_Физика_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1910584,docs/obrazovanie/38.02.01_РП_ОУД.06_Химия_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1576521,docs/obrazovanie/38.02.01_РП_ОУД.07_Биология_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1962305,docs/obrazovanie/38.02.01_РП_ОУД.08_География_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1814299,docs/obrazovanie/38.02.01_РП_ОУД.09_Физ.-культура_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2238842,docs/obrazovanie/38.02.01_РП_ОУД.10_ОБЗР_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1717318,docs/obrazovanie/38.02.01_РП_ОУД.11_Индив.-проект_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2484298,docs/obrazovanie/38.02.01_РП_ОУД.12_Математика_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1970265,docs/obrazovanie/38.02.01_РП_ОУД.13_Информатика_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2313685,docs/obrazovanie/38.02.01_РП_ОУД.14_Обществознание_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,678 КБ,694396,docs/obrazovanie/38.02.01_РП_ПМ.01_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1104678,docs/obrazovanie/38.02.01_РП_ПМ.01_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2149345,docs/obrazovanie/38.02.01_РП_ПМ.01_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,688 КБ,704529,docs/obrazovanie/38.02.01_РП_ПМ.02_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1109066,docs/obrazovanie/38.02.01_РП_ПМ.02_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,785 КБ,804237,docs/obrazovanie/38.02.01_РП_ПМ.03_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1197170,docs/obrazovanie/38.02.01_РП_ПМ.03_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,643 КБ,658700,docs/obrazovanie/38.02.01_РП_ПМ.04_-2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1067776,docs/obrazovanie/38.02.01_РП_ПМ.04_-2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,573 КБ,587694,docs/obrazovanie/38.02.01_РП_ПМ.05_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,981 КБ,1004875,docs/obrazovanie/38.02.01_РП_ПМ.05_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1544014,docs/obrazovanie/38.02.01_РП_СГ.01_История-России_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1928677,docs/obrazovanie/38.02.01_РП_СГ.02_Ин.-язык-в-проф.-деятельности_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1743702,docs/obrazovanie/38.02.01_РП_СГ.03_БЖД_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1947559,docs/obrazovanie/38.02.01_РП_СГ.04_Физ.-культура_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1471710,docs/obrazovanie/38.02.01_РП_СГ.05_Основы-фин.-грамотности_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1561468,docs/obrazovanie/38.02.01_РП_СГ.06_Основы-философии_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,7 МБ,7908904,docs/obrazovanie/43.01.09-_РП_ОУД.07-Биология_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,7 МБ,7894411,docs/obrazovanie/43.01.09-_РП_ОУД.07-Биология_2024.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,7 МБ,7994193,docs/obrazovanie/43.01.09-_РП_ОУД.13-Химия_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,7 МБ,7978748,docs/obrazovanie/43.01.09-_РП_ОУД.13-Химия_2024.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,14 МБ,15294234,docs/obrazovanie/43.01.09-_РП_ОУД.14-Физика_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,14 МБ,15275969,docs/obrazovanie/43.01.09-_РП_ОУД.14-Физика_2024.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,266 КБ,272857,docs/obrazovanie/43.01.09-Повар.-кондитер.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOC,1 МБ,1385984,docs/obrazovanie/43.01.09_АОП_Повар-кондитер_2024.doc,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,253 КБ,259846,docs/obrazovanie/43.01.09_АОП_Повар-кондитер_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,6 МБ,7094040,docs/obrazovanie/43.01.09_Календарный-план-ВР_2024-2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOC,3 МБ,4113408,docs/obrazovanie/43.01.09_ОПОП_Повар-кондитер_2022.doc,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOC,7 МБ,7938048,docs/obrazovanie/43.01.09_ОПОП_Повар-кондитер_2023-2024-2-для-САЙТА-1.doc,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,3 МБ,3245609,docs/obrazovanie/43.01.09_ОПОП_Повар-кондитер_2023-2024-2-для-САЙТА-1.doc.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOC,2 МБ,2253312,docs/obrazovanie/43.01.09_ОПОП_Повар-кондитер_2024.doc,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1176638,docs/obrazovanie/43.01.09_ОПОП_Повар-кондитер_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1369788,docs/obrazovanie/43.01.09_Программа-ГИА_2025-2026.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1237386,docs/obrazovanie/43.01.09_Программа-ГИА_2025-2026.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,8 МБ,8940226,docs/obrazovanie/43.01.09_РП-_ОУД.-09-Физическая-культура_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,8 МБ,8929092,docs/obrazovanie/43.01.09_РП-_ОУД.-09-Физическая-культура_2024.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,8 МБ,9120756,docs/obrazovanie/43.01.09_РП-_ОУД.-18-Основы-предпринимательства_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,8 МБ,9107735,docs/obrazovanie/43.01.09_РП-_ОУД.-18-Основы-предпринимательства_2024.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,12 МБ,13075269,docs/obrazovanie/43.01.09_РП-_ПМ-04-Приготовление-оформление-и-подготовка-к-реализации.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,12 МБ,13060896,docs/obrazovanie/43.01.09_РП-_ПМ-04-Приготовление-оформление-и-подготовка-к-реализации.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,5 МБ,5796235,docs/obrazovanie/43.01.09_РП-_УП_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,5789927,docs/obrazovanie/43.01.09_РП-_УП_2024.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,11 МБ,12383855,docs/obrazovanie/43.01.09_РП-ПМ-03-Приготовление-оформление-и-подготовка-к-реализации.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,4 МБ,4393668,docs/obrazovanie/43.01.09_РП_ОП.-04-_Экономические-и-правовые-основы-профессиональной-деятельности-_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,4385424,docs/obrazovanie/43.01.09_РП_ОП.-04-_Экономические-и-правовые-основы-профессиональной-деятельности-_2024.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,57 КБ,58498,docs/obrazovanie/43.01.09_РП_ОП.-05-Основы-калькуляции-и-учёта_2024-г.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,56 КБ,57999,docs/obrazovanie/43.01.09_РП_ОП.-05-Основы-калькуляции-и-учёта_2024-г.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,5 МБ,5434904,docs/obrazovanie/43.01.09_РП_ОП.01-Основы-микробиологии-физиологии-питания-санитарии-и-гигиены_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,5423488,docs/obrazovanie/43.01.09_РП_ОП.01-Основы-микробиологии-физиологии-питания-санитарии-и-гигиены_2024.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,12 МБ,12616297,docs/obrazovanie/43.01.09_РП_ОП.02-Основы-товароведения-продовольственных-товаров_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,12 МБ,12610289,docs/obrazovanie/43.01.09_РП_ОП.02-Основы-товароведения-продовольственных-товаров_2024.pdf.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,7 МБ,7898490,docs/obrazovanie/43.01.09_РП_ОП.03-Техническое-оснащение-и-организация-рабочего-места_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,7 МБ,7889232,docs/obrazovanie/43.01.09_РП_ОП.03-Техническое-оснащение-и-организация-рабочего-места_2024.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,3 МБ,3630287,docs/obrazovanie/43.01.09_РП_ОП.07-Иностранный-язык-в-профессиональной-деятельности_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,3 МБ,3621112,docs/obrazovanie/43.01.09_РП_ОП.07-Иностранный-язык-в-профессиональной-деятельности_2024.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,4 МБ,5081213,docs/obrazovanie/43.01.09_РП_ОП.08-БЖ_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,5070634,docs/obrazovanie/43.01.09_РП_ОП.08-БЖ_2024.docx.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,10 МБ,10487320,docs/obrazovanie/43.01.09_РП_ОП.09-Физическая-культура_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,9 МБ,10472184,docs/obrazovanie/43.01.09_РП_ОП.09-Физическая-культура_2024.docx.zip,
